1.7518,1.3961,1.1818,1.2972
1.1117,1.0777,0.61063,1.0112
0.82584,0.53821,1.1748,0.65576
1.0003,1.0447,0.79399,0.74689
0.69558,0.93462,0.431,0.75061
1.5948,1.0352,0.66489,1.0189
1.349,1.4398,1.2162,1.0205
1.0913,1.409,0.90288,0.51784
1.0437,1.3239,1.1242,0.80383
0.84797,1.6394,0.90848,1.3165
0.71846,0.60152,1.1867,1.6923
0.77723,1.1902,0.50953,1.3612
0.86403,1.0816,1.1673,0.77505
1.2609,0.98929,0.90217,1.2127
0.194,0.086695,0.30259,-0.29746
-0.26998,-0.14042,0.020818,0.087124
0.35101,0.4338,0.1064,-0.47263
-0.048576,0.32403,0.44456,0.1581
0.43137,0.083564,0.078391,-0.29474
0.54662,-0.003987,0.36021,0.53588
-0.32078,0.23627,0.044624,-0.032296
0.14388,0.088092,0.65575,0.17306
-0.012019,0.48119,-0.4814,0.14566
-0.31815,-0.38305,-0.027345,-0.075866
0.072984,-0.076883,-0.0066964,-0.069728
0.17755,-0.29424,0.2336,0.13214
0.42222,-0.2443,-0.40095,0.34598
0.097171,0.35218,0.075339,0.24892
-0.0070412,-0.1941,-0.085463,0.016601
0.23538,-0.56253,-0.096692,-0.2027
0.2638,0.14608,-0.025791,0.0019569
-0.33856,0.025548,0.61774,0.24007
-0.071457,-0.4877,-0.19496,0.29725
-0.032047,-0.13798,0.30579,-0.018915
-0.26071,-0.12281,-0.38745,-0.1425
0.18255,0.19395,-0.59805,0.48985
-0.32018,-0.3197,0.10055,-0.043799
-0.086101,-0.28751,-0.091235,-0.086248
-0.041154,0.43783,0.40486,0.54373
-0.33363,0.33352,-0.23374,0.088062
-0.32179,-0.57941,-0.13862,0.56641
0.48936,-0.063518,0.57458,-0.19235
-0.074043,0.29325,-0.27334,0.12464
-0.60466,0.058745,0.27732,0.033059
0.068836,0.094957,0.085434,-0.15116
-0.15199,0.30202,0.097199,-0.048169
0.38484,-0.093635,-0.019024,-0.35819
0.38054,0.1103,0.11288,-0.16791
-0.26901,-0.15943,-0.1763,0.42835
0.12345,-0.01897,0.04754,-0.24277
0.21832,0.36361,-0.21876,-0.046918
0.38715,-0.24933,0.91384,0.44643
-0.51471,0.46235,0.41488,0.5837
-0.1875,0.01963,0.10399,0.13142
-0.00099062,0.10768,0.45737,0.46073
0.54893,0.07404,0.18043,0.16951
0.29509,0.27512,0.20397,0.51696
-0.17371,-0.12103,-0.21609,0.27065
-0.013772,0.071469,-0.40412,-0.12392
0.1246,0.084969,0.21102,0.25443
0.11677,-0.057417,-0.1056,-0.12834
0.46429,0.041887,-0.20558,-0.0096796
-0.050747,0.026329,0.070098,0.13873
0.28776,0.2519,0.10653,-0.011641
0.23076,-0.27574,-0.17752,0.17718
0.2619,0.19738,0.19723,0.037655
0.060447,-0.106,0.43994,0.15285
0.15105,-0.71676,0.59951,0.28277
0.53684,0.14659,-0.25778,-0.082934
-0.06299,0.27326,-0.42341,-0.26247
0.55871,-0.29346,-0.044561,0.10878
0.26841,-0.17577,-0.56066,0.22384
-0.030018,0.081283,-0.18553,0.15294
0.99747,-0.30503,0.13664,-0.24827
-0.16854,-0.064334,-0.010652,-0.060631
-0.29857,-0.32571,0.45464,-0.042382
-0.36093,-0.065472,-0.36715,0.52228
-0.1652,-0.30955,0.1707,-0.2886
-0.25015,0.014084,0.16021,-0.2816
0.096828,-0.16911,-0.26121,0.031677
-0.3354,0.35456,-0.053776,-0.13176
0.10703,-0.32194,0.25002,-0.19099
-0.011902,-0.21558,0.24935,0.18892
0.042483,0.54974,-0.11822,-0.066286
0.27722,0.042576,-0.023993,-0.24912
-0.026348,0.38371,0.34912,-0.14859
0.067474,0.23454,0.39561,-0.49383
0.0042793,0.01625,-0.060446,0.44623
0.18761,0.0061735,0.053614,-0.3057
-0.39257,-0.45365,-0.12953,0.1183
-0.31459,0.019898,0.32532,-0.22599
-0.18202,-0.65016,-0.72302,0.0013055
0.10498,0.24366,0.61726,0.62236
0.063565,-0.10371,-0.24158,-0.19744
0.046538,0.091839,0.073675,-0.024475
0.1601,-0.15453,0.0077702,-0.076968
0.21183,0.41642,-0.14162,-0.11422
-0.40957,0.32283,0.37289,-0.45468
-0.11783,0.041154,-0.095148,0.32693
-0.08394,-0.071574,-0.057812,0.38451
0.25024,-0.15595,-0.3687,-0.65902
0.066315,-0.5104,0.18375,-0.059516
0.30574,-0.27016,-0.68987,-0.11908
-0.041803,0.30382,0.32049,-0.23942
-0.40753,-0.33619,-0.17083,-0.40197
0.079792,0.36423,-0.036822,-0.18693
0.44659,0.066267,-0.28364,0.28822
0.31253,-0.14842,-0.18711,0.45892
-0.090417,0.15918,0.13045,0.65624
0.27766,0.11345,-0.31552,-0.16294
-0.023469,0.15059,0.52031,0.092875
0.33438,-0.056288,-0.4046,-0.00048299
-0.33769,-0.15269,0.7164,-0.15601
0.023381,-0.20364,0.05885,0.3307
-0.55898,-0.0090882,-0.27673,-0.071504
-0.24951,-0.17546,0.074069,0.37341
0.26297,-0.23074,-0.22506,0.26537
-0.27085,0.37875,-0.51277,-0.2615
-0.14693,0.15686,-0.06575,-0.26586
0.20731,-0.21783,0.031659,0.15101
-0.21778,-0.31567,-0.51438,-0.039982
0.25729,-0.6589,0.14227,-0.075675
0.32413,0.11755,-0.21649,0.19735
-0.24202,-0.031264,-0.2717,0.14896
-0.026936,0.075154,-0.060895,-0.32238
0.35977,0.23368,0.52748,-0.43526
-0.26216,0.22003,-0.14249,-0.49762
0.67746,0.31071,-0.50955,-0.31197
0.22466,-0.26087,-0.023043,0.20226
0.13987,-0.048537,-0.73942,-0.35046
0.047757,0.13703,0.62381,0.3297
0.28613,0.56675,-0.069145,0.23066
0.64792,-0.44373,-0.067533,-0.73328
-0.15401,0.13754,-0.13024,0.31566
-0.080862,-0.070908,-0.031099,-0.45501
-0.098674,-0.29638,-0.087768,-0.015264
0.34232,-0.21443,0.26119,0.27163
0.13081,-0.27455,-0.38211,0.33252
-0.19502,-0.018652,-0.096584,0.14845
0.093254,0.43587,0.052207,0.021336
-0.013089,0.077218,0.24459,0.033847
0.087548,0.38426,0.1034,-0.083591
-0.41682,-0.48966,-0.063611,-0.10597
0.046119,0.22953,0.16262,-0.057862
0.082789,0.18461,-0.30357,-0.29901
0.27288,-0.060317,0.16564,-0.3407
-0.22327,-0.24274,0.19587,-0.011329
-0.61802,0.072873,-0.38304,-0.60114
-0.23239,-0.22537,0.44997,0.44256
-0.38571,0.065332,0.050617,0.20398
-0.39259,0.15967,0.057662,0.10034
-0.19917,0.19396,-0.30983,-0.51569
-0.20797,0.29528,-0.47709,-0.31438
-0.32242,0.39046,0.029619,0.29711
-0.26332,0.45867,-0.4736,0.508
-0.07583,0.25885,-0.046413,0.20767
